dist	Gene	pairLabel
9.350638	VMP1	Nuc2_gene3_SE161
12.428538	VMP1	Nuc2_gene1_SE162
10.522819	VMP1	Nuc2_gene2_SE162
9.483626	VMP1	Nuc2_gene3_SE162
12.765876	VMP1	Nuc2_gene1_SE163
9.912833	VMP1	Nuc2_gene2_SE163
9.724037	VMP1	Nuc2_gene3_SE163
12.936721	VMP1	Nuc2_gene1_SE164
10.66083	VMP1	Nuc2_gene2_SE164
10.067351	VMP1	Nuc2_gene3_SE164
13.762899	VMP1	Nuc2_gene1_SE165
11.131595	VMP1	Nuc2_gene2_SE165
10.989256	VMP1	Nuc2_gene3_SE165
12.768346	VMP1	Nuc2_gene1_SE166
10.33688	VMP1	Nuc2_gene2_SE166
9.6595	VMP1	Nuc2_gene3_SE166
11.136659	VMP1	Nuc3_gene1_SE1
13.409295	VMP1	Nuc3_gene2_SE1
17.350216	VMP1	Nuc3_gene3_SE1
7.276863	VMP1	Nuc3_gene1_SE2
9.996841	VMP1	Nuc3_gene2_SE2
14.473258	VMP1	Nuc3_gene3_SE2
6.379058	VMP1	Nuc3_gene1_SE3
9.635334	VMP1	Nuc3_gene2_SE3
13.530744	VMP1	Nuc3_gene3_SE3
9.416589	VMP1	Nuc3_gene1_SE4
9.158302	VMP1	Nuc3_gene2_SE4
14.535946	VMP1	Nuc3_gene3_SE4
10.201585	VMP1	Nuc3_gene1_SE5
9.025727	VMP1	Nuc3_gene2_SE5
14.38353	VMP1	Nuc3_gene3_SE5
9.357236	VMP1	Nuc3_gene1_SE6
9.557876	VMP1	Nuc3_gene2_SE6
14.460951	VMP1	Nuc3_gene3_SE6
8.089894	VMP1	Nuc3_gene1_SE7
9.815189	VMP1	Nuc3_gene2_SE7
14.73055	VMP1	Nuc3_gene3_SE7
7.93331	VMP1	Nuc3_gene1_SE8
9.382428	VMP1	Nuc3_gene2_SE8
13.06717	VMP1	Nuc3_gene3_SE8
6.599332	VMP1	Nuc3_gene1_SE9
8.048191	VMP1	Nuc3_gene2_SE9
12.788233	VMP1	Nuc3_gene3_SE9
6.1181	VMP1	Nuc3_gene1_SE10
8.493274	VMP1	Nuc3_gene2_SE10
11.777132	VMP1	Nuc3_gene3_SE10
10.048114	VMP1	Nuc3_gene1_SE11
6.861104	VMP1	Nuc3_gene2_SE11
12.28958	VMP1	Nuc3_gene3_SE11
1.876291	VMP1	Nuc3_gene1_SE12
8.502065	VMP1	Nuc3_gene2_SE12
10.618604	VMP1	Nuc3_gene3_SE12
11.084036	VMP1	Nuc3_gene1_SE13
7.003949	VMP1	Nuc3_gene2_SE13
